host_shortname,datacenter_id,ci_type,offering,cdir,customer_id,server_purpose,os_type,os_name,sid,primary_application_area,function,mgmt_ip,cust_ip,dpe_email,pdl_email,sid2,ifn,purpose,hypervisor_cluster_id
deeh11z4i402e,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,P6P,P6P App PRD,App-DB,172.19.4.46,10.62.4.46,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.46,Y,
deeh11z4i4034,EHNINGEN PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Non Prod - Development,AIX,AIX 7.1.x,A7C,A7C/A7J Java Stack Dev Server,App-DB,172.19.4.52,10.62.4.52,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.52,Y,
deeh11z4i4038,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,TRX,TREX system for ALQ/ZLQ,App-DB,172.19.4.56,10.62.4.56,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.56,N,
deeh11z4i4037,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,TRX,TREX system for A7C/A7J,App-DB,172.19.4.55,10.62.4.55,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.55,N,
deeh11z4i4040,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,X2E,X2E NW_BI 7.31 Sandbox,App-DB,172.19.4.64,10.62.4.64,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.64,N,
deeh11z4i4045,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,Z85,Z85 ERP AP Non-Prod Server,App-DB,172.19.4.69,10.62.4.69,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.69,N,
deeh11z4i4046,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,Z25,Z25 ERP EU Non-Prod Server,App-DB,172.19.4.70,10.62.4.70,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.70,N,
deeh11z4i4048,EHNINGEN PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Non Prod - Development,AIX,AIX 7.1.x,Z7B,Z7B/A7B BW USA Non-Prod Server,App-DB,172.19.4.72,10.62.4.72,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.72,N,
deeh11z4i404e,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,Z85,Z85 ERP EU App Server 1,App-DB,172.19.4.78,10.62.4.78,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.78,N,
deeh11z4i404f,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,Z25,Z25 ERP EU App Server 2,App-DB,172.19.4.79,10.62.4.79,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.79,N,
deeh11z4i404d,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,Z25,Z25 ERP EU App Server 1,App-DB,172.19.4.77,10.62.4.77,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.77,N,
deeh11z4i4053,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,Z2X,Z2X/A2X PI EU Server,App-DB,172.19.4.83,10.62.4.83,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.83,N,
deeh11z4i4052,EHNINGEN PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Prod,AIX,AIX 7.1.x,O7A,O7A NAFTA ERP Prod Server,App-DB,172.19.4.82,10.62.4.82,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.82,N,
deeh11z4i4057,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,0,OLA SCM E5 (LiveCache) Server,App-DB,172.19.4.87,10.62.4.87,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.87,N,
deeh11z4i4054,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O2B,O2B BW on Hana E5 Server,App-DB,172.19.4.84,10.62.4.84,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.84,N,
deeh11z4i4056,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O2A,O2A SCM E5 Server,App-DB,172.19.4.86,10.62.4.86,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.86,N,
deeh11z4i4055,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Windows,Windows 2008 R2 Datacenter 64b,LIG,O23 Global HR Non-Prod Server,App-DB,172.19.4.85,10.62.4.85,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.85,N,
deeh11z4i4058,EHNINGEN PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Prod,AIX,AIX 7.1.x,O7C,O7C CRM OSI Non-Prod Server,App-DB,172.19.4.88,10.62.4.88,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.88,N,
deeh11z4i405a,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,P2J,P2J ADS PRD Server,App-DB,172.19.4.90,10.62.4.90,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.90,N,
deeh11z4i405b,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,C2J,C2J/Q2J ADS DEV/QA Server,App-DB,172.19.4.91,10.62.4.91,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.91,N,
deeh11z4i4064,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - QA,Linux,RedHat Linux Enterprise 6.x,C2E,C2E+Q2E NW_BI 7.31 DEV + QAS,App-DB,172.19.4.100,10.62.4.100,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.100,N,
deeh11z4i4065,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,P2E,P2E NW_BI 7.31 PRD,App-DB,172.19.4.101,10.62.4.101,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.101,N,
deeh11z4i4066,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,S2E,B2E+S2E NW_BI 7.31 SBX,App-DB,172.19.4.102,10.62.4.102,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.102,N,
deeh11z4i406f,EHNINGEN PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Prod,AIX,AIX 7.1.x,OLQ,OLQ PLM OSI APP Server,App-DB,172.19.4.111,10.62.4.111,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.111,N,
deeh11z4i4075,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,OJB,OJB JAVA - BW on HANA E5,App,172.19.4.117,10.62.4.117,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.117,N,
deeh11z4i4077,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O2J,O2J JAVA of O2C CRM E5,DB,172.19.4.119,10.62.4.119,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.119,N,
deeh11z4i4078,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O85,O85 ERP A5 DB,DB,172.19.4.120,10.62.4.120,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.120,N,
deeh11z4i407b,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,TRO,TRO TREX O2C CRM E5,App,172.19.4.123,10.62.4.123,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.123,N,
deeh11z4i407f,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,TSO,TSO TREX O2C CRM E5,App,172.19.4.127,10.62.4.127,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.127,N,
deeh11z4i4079,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O2R,O2R for O2C CRM E5,DB,172.19.4.121,10.62.4.121,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.121,N,
deeh11z4i407e,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,TRO,TRO TREX OLQ PLM OSI,App,172.19.4.126,10.62.4.126,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.126,N,
deeh11z4i407a,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O85,O85 ERP A5 APP1 - CI,App,172.19.4.122,10.62.4.122,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.122,N,
deeh11z4i4071,EHNINGEN PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Prod,AIX,AIX 7.1.x,O7B,O7B BW USA,DB,172.19.4.113,10.62.4.113,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.113,N,
deeh11z4i4073,EHNINGEN PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Prod,AIX,AIX 7.1.x,O7J,O7J JAVA of O7C CRM OSI,App,172.19.4.115,10.62.4.115,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.115,N,
deeh11z4i4074,EHNINGEN PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Prod,AIX,AIX 7.1.x,O75,O75 ERP OSI,DB,172.19.4.116,10.62.4.116,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.116,N,
deeh11z4i407c,EHNINGEN PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Prod,AIX,AIX 7.1.x,OLQ,OLQ PLM OSI,DB,172.19.4.124,10.62.4.124,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.124,N,
deeh11z4i4083,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O85,O85 ERP A5 APP2,App,172.19.4.131,10.62.4.131,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.131,N,
deeh11z4i4084,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O25,O25 ERP E5 DB,DB,172.19.4.132,10.62.4.132,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.132,N,
deeh11z4i4081,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O25,O25 ERP E5 APP2,App,172.19.4.129,10.62.4.129,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.129,N,
deeh11z4i4082,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O25,O25 ERP E5 APP1 - CI,App,172.19.4.130,10.62.4.130,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.130,N,
deeh11z4i4080,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O2X,O2X PI E5,DB,172.19.4.128,10.62.4.128,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.128,N,
deeh11z4i4086,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,O2C,O2C CRM E5,DB,172.19.4.134,10.62.4.134,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.134,N,
deeh11z4i4087,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,Q6W,Q6W SCM QAS,App-DB,172.19.4.135,10.62.4.135,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.135,N,
deeh11z4i4069,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Windows,Windows 2008 R2 Datacenter 64b,LIG,OBP SRM (OSI) Server,DB,172.19.4.105,10.62.4.105,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.105,N,
deeh11z4i4090,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,TRZ,TRZ (TSZ) TREX for Z2C CRM E5,App,172.19.4.144,10.62.4.144,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.144,N,
deeh11z4i4091,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Windows,Windows 2008 R2 Datacenter 64b,BOD,BODS for PLM Dev system,DB,172.19.4.145,10.62.4.145,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.145,N,
deeh11z4i4094,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Windows,Windows 2008 R2 Datacenter 64b,BOP,BODS for PLM Prod system,DB,172.19.4.148,10.62.4.148,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.148,N,
deeh11z4i4095,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,A2C,A2C/A2J CRM E5 Server,App-DB,172.19.4.149,10.62.4.149,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.149,N,
deeh11z4i4096,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,TRA,TRA/TSA CRM E5 TREX for A2C,App,172.19.4.150,10.62.4.150,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.150,N,
deeh11z4i4097,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,RedHat Linux Enterprise 6.x,A2B,A2B/AJB Hana App Server,App,172.19.4.151,10.62.4.151,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.151,N,
deeh11z4i4076,EHNINGEN PROD-POD1,N/A,CMS4SAP,Z4I,OSRAM,Non Prod - Development,Linux,SLES Linux 11 64-bit,A2B,A2B Global BW (Master),DB,172.19.4.118,10.62.4.118,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.118,N,
frgr11z4i100a,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,10.177.55.10,10.62.10.10,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
frgr11z4i1009,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Windows,N/A,N/A,N/A,N/A,10.177.55.9,10.62.10.9,Nitin Bhatnagar,Dan Cezar Andries,,N/A,N/A,
frgr11z4i1019,FRANCE PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Disaster Recovery,AIX,AIX 7.1.x,OLQ,OLQ PLM OSI,DB,10.177.55.25,10.62.10.25,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.25,N,
frgr11z4i102e,FRANCE PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Disaster Recovery,AIX,AIX 7.1.x,O7B,O7B BW USA,DB,10.177.55.46,10.62.10.46,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.46,N,
frgr11z4i1027,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O2X,O2X PI E5,DB,10.177.55.39,10.62.10.39,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.39,N,
frgr11z4i102d,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O25,O25 ERP E5 APP2,App,10.177.55.45,10.62.10.45,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.45,N,
frgr11z4i102a,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O25,O25 ERP E5 DB,DB,10.177.55.42,10.62.10.42,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.42,N,
frgr11z4i102b,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O85,O85 ERP A5 APP2,App,10.177.55.43,10.62.10.43,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.43,N,
frgr11z4i1030,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O85,O85 ERP A5 APP1 - CI,App,10.177.55.48,10.62.10.48,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.48,N,
frgr11z4i101b,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O2A,O2A SCM E5 Server,App-DB,10.177.55.27,10.62.10.27,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.27,N,
frgr11z4i101e,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O2B,O2B BW on Hana E5 Server,App-DB,10.177.55.30,10.62.10.30,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.30,N,
frgr11z4i1020,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,TRO,TRO TREX O2C CRM E5,App,10.177.55.32,10.62.10.32,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.32,N,
frgr11z4i1022,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,TRO,TRO TREX O7C CRM OSI DR,App-DB,10.177.55.34,10.62.10.34,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.34,N,
frgr11z4i101c,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,OLA,OLA SCM E5 (LiveCache) Server,App-DB,10.177.55.28,10.62.10.28,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.28,N,
frgr11z4i101a,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,TSO,TSO TREX O2C CRM E5,App,10.177.55.26,10.62.10.26,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.26,N,
frgr11z4i102f,FRANCE PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Disaster Recovery,AIX,AIX 7.1.x,O7J,O7J JAVA of O7C CRM OSI,DB,10.177.55.47,10.62.10.47,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.47,N,
frgr11z4i1023,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,TRO,TRO TREX OLQ PLM OSI,App,10.177.55.35,10.62.10.35,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.35,N,
frgr11z4i101d,FRANCE PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Disaster Recovery,AIX,AIX 7.1.x,O7C,O7C CRM OSI DR Server,App-DB,10.177.55.29,10.62.10.29,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.29,N,
frgr11z4i1033,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O2R,O2R for O2C CRM E5,DB,10.177.55.51,10.62.10.51,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.51,N,
frgr11z4i1037,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,OJB,OJB JAVA - BW on HANA E5,App,10.177.55.55,10.62.10.55,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.55,N,
frgr11z4i1021,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O2C,O2C CRM E5,DB,10.177.55.33,10.62.10.33,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.33,N,
frgr11z4i1031,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O85,O85 ERP A5 DB,DB,10.177.55.49,10.62.10.49,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.49,N,
frgr11z4i1032,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O2J,O2J JAVA of O2C CRM E5,DB,10.177.55.50,10.62.10.50,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.50,N,
frgr11z4i1035,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,P2J,P2J ADS PRD Server,App-DB,10.177.55.53,10.62.10.53,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.53,N,
frgr11z4i103a,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Windows,Windows 2008 R2 Datacenter 64b,OBP,OBE SRM (OSI) Server,DB,10.177.55.58,10.62.10.58,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.58,N,
frgr11z4i103b,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Windows,Windows 2008 R2 Datacenter 64b,BOD,BODS for PLM Prod system,DB,10.177.55.59,10.62.10.59,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.59,N,
frgr11z4i103e,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,O25,O25 ERP E5 APP1 - CI,App,10.177.55.62,10.62.10.62,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.62,N,
frgr11z4i103c,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Windows,Windows 2008 R2 Datacenter 64b,O23,O23 Global HR Non-Prod Server,App-DB,10.177.55.60,10.62.10.60,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.60,N,
frgr11z4i1034,FRANCE PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Disaster Recovery,AIX,AIX 7.1.x,PSM,Solution Manager,App-DB,10.177.55.52,10.62.10.52,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.52,N,
frgr11z4i103d,FRANCE PROD-POD1,SYS P,CMS4SAP,Z4I,OSRAM,Disaster Recovery,AIX,AIX 7.1.x,O75,O75 ERP OSI,DB,10.177.55.61,10.62.10.61,Nitin Bhatnagar,Dan Cezar Andries,,10.177.55.61,N,
deeh11z4i408b,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - QA / Dev,Linux,RedHat Linux Enterprise 6.x,P64,P65+P64 SiteCo ERP QA/DEV Se,App-DB,172.19.4.139,10.62.4.139,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.139,N,
deeh11z4i4089,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,LCP,LCP SiteCo SCM LC PRD Server,App-DB,172.19.4.137,10.62.4.137,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.137,N,
deeh11z4i4088,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,P6B,P6B SiteCo BW PRD Server,App-DB,172.19.4.136,10.62.4.136,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.136,N,
deeh11z4i408a,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - QA / Dev,Linux,RedHat Linux Enterprise 6.x,LC4,LC5 (LC4) SiteCo SCM LC QA/DEV,App-DB,172.19.4.138,10.62.4.138,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.138,N,
deeh11z4i4072,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,P6A,P6A SiteCo SCM PRD Server,App-DB,172.19.4.114,10.62.4.114,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.114,N,
deeh11z4i4098,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - Sandbox,Linux,RedHat Linux Enterprise 6.x,P67,P67 SiteCO ERP Sandbox Server,App-DB,172.19.4.152,10.62.4.152,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.152,N,
deeh11z4i402c,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Prod,Linux,RedHat Linux Enterprise 6.x,P6P,P6P SiteCo ERP PRD Server,App-DB,172.19.4.44,10.62.4.44,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.44,N,
deeh11z4i4099,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - QA / Dev,Linux,RedHat Linux Enterprise 6.x,BW4,Q6B+BW4 SiteCo BW QA/DEV Ser,App-DB,172.19.4.153,10.62.4.153,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.153,N,
deeh11z4i408c,EHNINGEN PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Non Prod - QA / Dev,Linux,RedHat Linux Enterprise 6.x,C6A,Q6A (C6A) SiteCo SCM QA/DEV Se,App-DB,172.19.4.140,10.62.4.140,Nitin Bhatnagar,Dan Cezar Andries,,172.19.4.140,N,
frgr11z4i2008,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,LCP,LCP SiteCo SCM LC PRD Server,App-DB,10.177.56.8,10.62.11.8,Nitin Bhatnagar,Dan Cezar Andries,,10.177.56.8,N,
frgr11z4i2005,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,P6P,P6P SiteCo ERP PRD Server,App-DB,10.177.56.5,10.62.11.5,Nitin Bhatnagar,Dan Cezar Andries,,10.177.56.5,N,
frgr11z4i2007,FRANCE PROD-POD1,xSeries,CMS4SAP,Z4I,OSRAM,Disaster Recovery,Linux,RedHat Linux Enterprise 6.x,P6A,P6A SiteCo SCM PRD Server,App-DB,10.177.56.7,10.62.11.7,Nitin Bhatnagar,Dan Cezar Andries,,10.177.56.7,N,
